ARO Term	ARO Accession	Reference Model Type	Reference DB	Alleles with Mapped Reads	Reference Allele(s) Identity to CARD Reference Protein (%)	Resistomes & Variants: Observed in Genome(s)	Resistomes & Variants: Observed in Plasmid(s)	Resistomes & Variants: Observed Pathogen(s)	Completely Mapped Reads	Mapped Reads with Flanking Sequence	All Mapped Reads	Average Percent Coverage	Average Length Coverage (bp)	Average MAPQ (Completely Mapped Reads)	Number of Mapped Baits	Number of Mapped Baits with Reads	Average Number of reads per Bait	Number of reads per Bait Coefficient of Variation (%)	Number of reads mapping to baits and mapping to complete gene	Number of reads mapping to baits and mapping to complete gene (%)	Mate Pair Linkage (# reads)	Reference Length	AMR Gene Family	Drug Class	Resistance Mechanism
golS	3000504	protein homolog model	CARD	1	100.0	no data	no data	Salmonella enterica	1.00	1.00	2.00	10.32	48.00	11.00	0	0	0	0	N/A	N/A		465	resistance-nodulation-cell division (RND) antibiotic efflux pump	monobactam; carbapenem; cephalosporin; cephamycin; penam; phenicol antibiotic; penem	antibiotic efflux
mdtP	3003550	protein homolog model	CARD	1	100.0	no data	no data	Escherichia coli	114.00	14.00	128.00	100.00	1467.00	38.20	0	0	0	0	N/A	N/A	mdtO (1)	1467	major facilitator superfamily (MFS) antibiotic efflux pump	nucleoside antibiotic; disinfecting agents and antiseptics	antibiotic efflux
AAC(3)-IIIc	3002538	protein homolog model	CARD	1	100.0	no data	no data	Pseudomonas aeruginosa	1.00	1.00	2.00	11.07	93.00	4.50	0	0	0	0	N/A	N/A		840	AAC(3)	aminoglycoside antibiotic	antibiotic inactivation
MOX-5	3002188	protein homolog model	CARD	1	100.0	no data	no data	Aeromonas caviae	1.00	0.00	1.00	13.11	151.00	1.00	0	0	0	0	N/A	N/A	MOX-6 (1)	1152	MOX beta-lactamase	cephalosporin; cephamycin; penam	antibiotic inactivation
OXA-256	3001502	protein homolog model	CARD	1	100.0	no data	no data	Enterobacter cloacae	11.00	2.00	13.00	83.90	672.00	0.85	0	0	0	0	N/A	N/A	ANT(3'')-IIa (1)	801	OXA beta-lactamase	carbapenem; cephalosporin; penam	antibiotic inactivation
QnrS6	3002795	protein homolog model	CARD	1	100.0	no data	no data	Aeromonas hydrophila	129.00	84.00	213.00	97.41	640.00	0.52	0	0	0	0	N/A	N/A	QnrS2 (1); QnrS5 (1)	657	quinolone resistance protein (qnr)	fluoroquinolone antibiotic	antibiotic target protection
CMY-42	3002053	protein homolog model	CARD	1	100.0	no data	no data	Escherichia coli	4.00	1.00	5.00	49.83	571.00	0.80	0	0	0	0	N/A	N/A	CMY-163 (1)	1146	CMY beta-lactamase	cephalosporin; cephamycin	antibiotic inactivation
AAC(6')-Ib	3002546	protein homolog model	CARD	1	100.0	no data	no data	Klebsiella pneumoniae	29.00	3.00	32.00	100.00	555.00	5.59	0	0	0	0	N/A	N/A	QnrVC5 (1); QnrVC7 (1); AAC(6')-Ib7 (1); cmlA5 (1); cmlA6 (1); Salmonella_enterica_cmlA (1); AAC(6')-Ib10 (1)	555	AAC(6')	aminoglycoside antibiotic	antibiotic inactivation
GES-21	3002350	protein homolog model	CARD	1	100.0	no data	no data	uncultured bacterium	10.00	1.00	11.00	69.56	601.00	0.91	0	0	0	0	N/A	N/A	GES-14 (1)	864	GES beta-lactamase	carbapenem; cephalosporin; penam	antibiotic inactivation
TEM-132	3000996	protein homolog model	CARD	1	100.0	no data	no data	Klebsiella pneumoniae	1.00	1.00	2.00	10.45	90.00	0.00	0	0	0	0	N/A	N/A		861	TEM beta-lactamase	monobactam; cephalosporin; penam; penem	antibiotic inactivation
aadA23	3002620	protein homolog model	CARD	1	100.0	no data	no data	Salmonella enterica	55.00	14.00	69.00	99.74	778.00	0.75	0	0	0	0	N/A	N/A	ANT(3'')-IIa (1); OXA-3 (1); aadA8b (1); aadA24 (1); qacEdelta1 (1); aadA25 (1); aadA8 (1); aadA (1); aadA21 (1); CARB-52 (1); aadA12 (1)	780	ANT(3'')	aminoglycoside antibiotic	antibiotic inactivation
PER-4	3002366	protein homolog model	CARD	1	100.0	no data	no data	Proteus vulgaris	1.00	1.00	2.00	16.29	151.00	0.50	0	0	0	0	N/A	N/A		927	PER beta-lactamase	monobactam; carbapenem; cephalosporin; penam; penem	antibiotic inactivation
TEM-116	3000979	protein homolog model	CARD	1	100.0	no data	no data	Staphylococcus aureus	1.00	1.00	2.00	17.54	151.00	0.50	0	0	0	0	N/A	N/A		861	TEM beta-lactamase	monobactam; cephalosporin; penam; penem	antibiotic inactivation
gadX	3000508	protein homolog model	CARD	1	100.0	no data	no data	Escherichia coli	56.00	17.00	73.00	100.00	825.00	32.73	0	0	0	0	N/A	N/A	gadW (1)	825	resistance-nodulation-cell division (RND) antibiotic efflux pump	macrolide antibiotic; fluoroquinolone antibiotic; penam	antibiotic efflux
CMY-56	3002067	protein homolog model	CARD	1	100.0	no data	no data	Klebsiella pneumoniae	3.00	0.00	3.00	35.34	405.00	1.00	0	0	0	0	N/A	N/A	CMY-102 (1); sul2 (1); CMY-27 (1)	1146	CMY beta-lactamase	cephamycin	antibiotic inactivation
TEM-109	3000972	protein homolog model	CARD	1	100.0	no data	no data	Escherichia coli	1.00	1.00	2.00	9.06	78.00	0.00	0	0	0	0	N/A	N/A		861	TEM beta-lactamase	monobactam; cephalosporin; penam; penem	antibiotic inactivation
TLA-2	3003203	protein homolog model	CARD	1	100.0	no data	no data	uncultured bacterium	20.00	6.00	26.00	84.59	774.00	25.35	0	0	0	0	N/A	N/A		915	TLA beta-lactamase	fluoroquinolone antibiotic; monobactam; cephalosporin	antibiotic inactivation
CARB-4	3002243	protein homolog model	CARD	1	100.0	no data	no data	Pseudomonas aeruginosa	64.00	14.00	78.00	100.00	867.00	4.86	0	0	0	0	N/A	N/A	aadA24 (1); ANT(3'')-IIa (1); CARB-52 (1); aadA25 (1); aadA6 (1)	867	CARB beta-lactamase	penam	antibiotic inactivation
catB9	3002681	protein homolog model	CARD	1	100.0	no data	no data	Vibrio cholerae	1.00	1.00	2.00	10.79	68.00	12.00	0	0	0	0	N/A	N/A		630	chloramphenicol acetyltransferase (CAT)	phenicol antibiotic	antibiotic inactivation
VEB-5	3002375	protein homolog model	CARD	1	100.0	no data	no data	Escherichia coli	6.00	4.00	10.00	48.67	438.00	0.60	0	0	0	0	N/A	N/A	VEB-3 (1); ANT(2'')-Ia (1)	900	VEB beta-lactamase	monobactam; cephalosporin	antibiotic inactivation
aadA4	3002604	protein homolog model	CARD	1	100.0	no data	no data	Acinetobacter baumannii	292.00	51.00	343.00	100.00	789.00	13.85	0	0	0	0	N/A	N/A	OXA-732 (1); AAC(6')-Ib-cr9 (1); aadA6 (1); qacE (1); AAC(3)-Ia (1); OXA-5 (1); qacEdelta1 (1); AAC(6')-Ib8 (1); sul1 (1)	789	ANT(3'')	aminoglycoside antibiotic	antibiotic inactivation
mdtF	3000796	protein homolog model	CARD	1	100.0	no data	no data	Escherichia coli	249.00	56.00	305.00	100.00	3114.00	30.31	0	0	0	0	N/A	N/A	mdtE (1); smeE (1); acrB (1); gadW (1)	3114	resistance-nodulation-cell division (RND) antibiotic efflux pump	macrolide antibiotic; fluoroquinolone antibiotic; penam	antibiotic efflux
TEM-183	3001045	protein homolog model	CARD	1	100.0	no data	no data	Klebsiella pneumoniae	1.00	0.00	1.00	17.54	151.00	1.00	0	0	0	0	N/A	N/A	TEM-33 (1)	861	TEM beta-lactamase	monobactam; cephalosporin; penam; penem	antibiotic inactivation
srmB	3002828	protein homolog model	CARD	1	100.0	no data	no data	Streptomyces ambofaciens	249.00	245.00	494.00	22.14	366.00	10.52	0	0	0	0	N/A	N/A		1653	Miscellaneous ABC-F subfamily ATP-binding cassette ribosomal protection proteins	macrolide antibiotic	antibiotic target protection
arr-8	3002853	protein homolog model	CARD	1	100.0	no data	no data	Klebsiella oxytoca	1.00	1.00	2.00	7.73	35.00	11.00	0	0	0	0	N/A	N/A		453	rifampin ADP-ribosyltransferase (Arr)	rifamycin antibiotic	antibiotic inactivation
rgt1438	3002883	protein homolog model	CARD	1	100.0	no data	no data	Streptomyces sp.	2.00	2.00	4.00	12.78	158.00	12.50	0	0	0	0	N/A	N/A		1236	rifampin glycosyltransferase	rifamycin antibiotic	antibiotic inactivation
QnrB10	3002724	protein homolog model	CARD	1	100.0	no data	no data	Citrobacter freundii	1.00	1.00	2.00	22.17	151.00	0.50	0	0	0	0	N/A	N/A		681	quinolone resistance protein (qnr)	fluoroquinolone antibiotic	antibiotic target protection
AAC(6')-IIb	3002595	protein homolog model	CARD	1	100.0	no data	no data	Pseudomonas fluorescens	2.00	0.00	2.00	33.70	183.00	36.00	0	0	0	0	N/A	N/A		543	AAC(6')	aminoglycoside antibiotic	antibiotic inactivation
OXA-229	3001692	protein homolog model	CARD	1	100.0	no data	no data	Acinetobacter bereziniae	1.00	1.00	2.00	11.19	93.00	0.00	0	0	0	0	N/A	N/A		831	OXA beta-lactamase	carbapenem; cephalosporin; penam	antibiotic inactivation
aadA12	3002612	protein homolog model	CARD	1	100.0	no data	no data	Escherichia coli	42.00	17.00	59.00	97.47	772.00	0.97	0	0	0	0	N/A	N/A	aadA24 (1); aadA (1); OXA-3 (1); aadA23 (1); OXA-732 (1); OXA-142 (1); aadA25 (1); aadA6 (1); dfrA1 (1); ANT(3'')-IIa (1); aadA8 (1); qacEdelta1 (1); aadA2 (1)	792	ANT(3'')	aminoglycoside antibiotic	antibiotic inactivation
catB3	3002676	protein homolog model	CARD	1	100.0	no data	no data	Enterobacter cloacae	26.00	4.00	30.00	100.00	633.00	35.93	0	0	0	0	N/A	N/A	OXA-19 (1); OXA-795 (1); AAC(6')-Ib7 (1); arr-2 (1); OXA-838 (1); EreA (1)	633	chloramphenicol acetyltransferase (CAT)	phenicol antibiotic	antibiotic inactivation
cpxA	3000830	protein homolog model	CARD	1	100.0	no data	no data	Escherichia coli	200.00	58.00	258.00	100.00	1374.00	28.63	0	0	0	0	N/A	N/A		1374	resistance-nodulation-cell division (RND) antibiotic efflux pump	aminoglycoside antibiotic; aminocoumarin antibiotic	antibiotic efflux
adeF	3000777	protein homolog model	CARD	1	100.0	no data	no data	Acinetobacter baumannii	4.00	0.00	4.00	18.99	604.00	43.00	0	0	0	0	N/A	N/A		3180	resistance-nodulation-cell division (RND) antibiotic efflux pump	fluoroquinolone antibiotic; tetracycline antibiotic	antibiotic efflux
mgrA	3000815	protein homolog model	CARD	1	100.0	no data	no data	Staphylococcus aureus	2.00	2.00	4.00	49.32	219.00	14.50	0	0	0	0	N/A	N/A		444	ATP-binding cassette (ABC) antibiotic efflux pump; major facilitator superfamily (MFS) antibiotic efflux pump	fluoroquinolone antibiotic; cephalosporin; penam; tetracycline antibiotic; peptide antibiotic; disinfecting agents and antiseptics	antibiotic efflux
AAC(6')-Iaf	3002574	protein homolog model	CARD	1	100.0	no data	no data	Pseudomonas aeruginosa	1.00	0.00	1.00	25.36	140.00	22.00	0	0	0	0	N/A	N/A	EreA (1)	552	AAC(6')	aminoglycoside antibiotic	antibiotic inactivation
myrA	3001300	protein homolog model	CARD	1	100.0	no data	no data	Micromonospora griseorubida	2.00	2.00	4.00	14.86	132.00	11.00	0	0	0	0	N/A	N/A		888	non-erm 23S ribosomal RNA methyltransferase (G748)	macrolide antibiotic; lincosamide antibiotic	antibiotic target alteration
OXA-236	3001677	protein homolog model	CARD	1	100.0	no data	no data	Acinetobacter baumannii	1.00	1.00	2.00	18.17	151.00	0.50	0	0	0	0	N/A	N/A		831	OXA beta-lactamase	carbapenem; cephalosporin; penam	antibiotic inactivation
tet(42)	3000572	protein homolog model	CARD	1	100.0	no data	no data	Micrococcus sp.	2.00	2.00	4.00	6.06	78.00	11.00	0	0	0	0	N/A	N/A		1287	major facilitator superfamily (MFS) antibiotic efflux pump	tetracycline antibiotic	antibiotic efflux
tet(E)	3000173	protein homolog model	CARD	1	100.0	no data	no data	Escherichia coli	4.00	4.00	8.00	34.40	419.00	20.75	0	0	0	0	N/A	N/A		1218	major facilitator superfamily (MFS) antibiotic efflux pump	tetracycline antibiotic	antibiotic efflux
tsnR	3003060	protein homolog model	CARD	1	100.0	no data	no data	Streptomyces laurentii	1.00	1.00	2.00	8.24	67.00	11.00	0	0	0	0	N/A	N/A		813	non-erm 23S ribosomal RNA methyltransferase (A1067)	peptide antibiotic	antibiotic target alteration
fosA5	3003209	protein homolog model	CARD	1	100.0	no data	no data	Escherichia coli	7.00	3.00	10.00	92.62	389.00	3.20	0	0	0	0	N/A	N/A		420	fosfomycin thiol transferase	fosfomycin	antibiotic inactivation
Streptomyces lividans cmlR	3002690	protein homolog model	CARD	1	100.0	no data	no data	Streptomyces lividans	1.00	1.00	2.00	4.33	51.00	11.00	0	0	0	0	N/A	N/A		1179	major facilitator superfamily (MFS) antibiotic efflux pump	phenicol antibiotic	antibiotic efflux
CfxA2	3003002	protein homolog model	CARD	1	100.0	no data	no data	Prevotella intermedia	23.00	4.00	27.00	100.00	966.00	2.30	0	0	0	0	N/A	N/A	CfxA (1); CfxA3 (1)	966	CfxA beta-lactamase	cephamycin	antibiotic inactivation
CMY-25	3002036	protein homolog model	CARD	1	100.0	no data	no data	Klebsiella pneumoniae	2.00	1.00	3.00	26.35	302.00	0.67	0	0	0	0	N/A	N/A	CMY-60 (1)	1146	CMY beta-lactamase	cephamycin	antibiotic inactivation
GES-14	3002343	protein homolog model	CARD	1	100.0	no data	no data	Acinetobacter baumannii	8.00	3.00	11.00	69.10	597.00	0.64	0	0	0	0	N/A	N/A	GES-21 (1)	864	GES beta-lactamase	carbapenem; cephalosporin; penam	antibiotic inactivation
adeS	3000549	protein homolog model	CARD	1	100.0	no data	no data	Acinetobacter baumannii	2.00	0.00	2.00	27.62	300.00	44.00	0	0	0	0	N/A	N/A		1086	resistance-nodulation-cell division (RND) antibiotic efflux pump	glycylcycline; tetracycline antibiotic	antibiotic efflux
GES-12	3002341	protein homolog model	CARD	1	100.0	no data	no data	Acinetobacter baumannii	7.00	3.00	10.00	51.16	442.00	0.70	0	0	0	0	N/A	N/A		864	GES beta-lactamase	carbapenem; cephalosporin; penam	antibiotic inactivation
AAC(3)-Ib/AAC(6')-Ib''	3002600	protein homolog model	CARD	1	100.0	no data	no data	Pseudomonas aeruginosa	3.00	1.00	4.00	36.62	368.00	0.75	0	0	0	0	N/A	N/A		1005	AAC(3); AAC(6')	aminoglycoside antibiotic	antibiotic inactivation
OXA-21	3001416	protein homolog model	CARD	1	100.0	no data	no data	Acinetobacter baumannii	149.00	43.00	192.00	100.00	828.00	3.66	0	0	0	0	N/A	N/A	OXA-3 (1); aadA11 (1); AAC(6')-Ib7 (1); sul1 (1); aadA5 (1); qacEdelta1 (1)	828	OXA beta-lactamase	carbapenem; cephalosporin; penam	antibiotic inactivation
CMY-100	3002112	protein homolog model	CARD	1	100.0	no data	no data	Citrobacter freundii	1.00	1.00	2.00	7.59	87.00	11.00	0	0	0	0	N/A	N/A		1146	CMY beta-lactamase	cephamycin	antibiotic inactivation
GES-3	3002332	protein homolog model	CARD	1	100.0	no data	no data	Klebsiella pneumoniae	2.00	2.00	4.00	11.23	97.00	0.25	0	0	0	0	N/A	N/A		864	GES beta-lactamase	carbapenem; cephalosporin; penam	antibiotic inactivation
cmlA5	3002695	protein homolog model	CARD	1	100.0	no data	no data	uncultured bacterium	116.00	9.00	125.00	100.00	1260.00	4.81	0	0	0	0	N/A	N/A	cmlA6 (1); AAC(6')-Ib (1); AAC(6')-Ib9 (1); AAC(6')-Ib7 (1); Salmonella_enterica_cmlA (1); AAC(6')-Ib4 (1); cmlA1 (1); VEB-26 (1); VEB-14 (1); VEB-15 (1); VEB-25 (1); OXA-233 (1); OXA-3 (1); qacEdelta1 (1); VEB-9 (1); VEB-22 (1); OXA-14 (1)	1260	major facilitator superfamily (MFS) antibiotic efflux pump	phenicol antibiotic	antibiotic efflux
lsaE	3003206	protein homolog model	CARD	1	100.0	no data	no data	Enterococcus faecalis	61.00	24.00	85.00	100.00	804.00	2.07	0	0	0	0	N/A	N/A	lnuB (1)	804	lsa-type ABC-F protein	lincosamide antibiotic; streptogramin antibiotic; pleuromutilin antibiotic	antibiotic target protection
CfxA6	3003097	protein homolog model	CARD	1	100.0	no data	no data	uncultured organism	132.00	58.00	190.00	100.00	996.00	20.64	0	0	0	0	N/A	N/A		996	CfxA beta-lactamase	cephamycin	antibiotic inactivation
CMY-8	3002019	protein homolog model	CARD	1	100.0	no data	no data	Klebsiella pneumoniae	1.00	1.00	2.00	3.48	40.00	0.00	0	0	0	0	N/A	N/A		1149	CMY beta-lactamase	cephamycin	antibiotic inactivation
CMY-4	3002015	protein homolog model	CARD	1	100.0	no data	no data	Proteus mirabilis	12.00	0.00	12.00	61.15	699.00	9.33	0	0	0	0	N/A	N/A	CMY-2 (1); CMY-132 (1)	1143	CMY beta-lactamase	cephamycin	antibiotic inactivation
VEB-7	3002376	protein homolog model	CARD	1	100.0	no data	no data	Acinetobacter baumannii	15.00	6.00	21.00	90.67	816.00	0.52	0	0	0	0	N/A	N/A	VEB-10 (1); VEB-27 (1); ANT(2'')-Ia (1)	900	VEB beta-lactamase	monobactam; cephalosporin	antibiotic inactivation
TEM-91	3000958	protein homolog model	CARD	1	100.0	no data	no data	Escherichia coli	1.00	1.00	2.00	17.54	151.00	0.50	0	0	0	0	N/A	N/A		861	TEM beta-lactamase	monobactam; cephalosporin; penam; penem	antibiotic inactivation
smeD	3003055	protein homolog model	CARD	1	100.0	no data	no data	Stenotrophomonas maltophilia	28.00	23.00	51.00	55.02	652.00	12.39	0	0	0	0	N/A	N/A	MexA (1); Enterobacter_cloacae_acrA (1)	1185	resistance-nodulation-cell division (RND) antibiotic efflux pump	macrolide antibiotic; fluoroquinolone antibiotic; tetracycline antibiotic; phenicol antibiotic	antibiotic efflux
CMY-60	3002073	protein homolog model	CARD	1	100.0	no data	no data	Escherichia coli	1.00	0.00	1.00	13.18	151.00	1.00	0	0	0	0	N/A	N/A	CMY-25 (1)	1146	CMY beta-lactamase	cephamycin	antibiotic inactivation
vatD	3002843	protein homolog model	CARD	1	100.0	no data	no data	Enterococcus faecium	2.00	2.00	4.00	12.52	77.00	11.00	0	0	0	0	N/A	N/A		615	streptogramin vat acetyltransferase	streptogramin antibiotic; streptogramin A antibiotic	antibiotic inactivation
APH(3')-Ia	3002641	protein homolog model	CARD	1	100.0	no data	no data	Serratia marcescens	13.00	5.00	18.00	86.03	702.00	29.67	0	0	0	0	N/A	N/A		816	APH(3')	aminoglycoside antibiotic	antibiotic inactivation
CfxA4	3003005	protein homolog model	CARD	1	100.0	no data	no data	Bacteroides fragilis	8.00	3.00	11.00	62.94	608.00	0.73	0	0	0	0	N/A	N/A	CfxA3 (1); CfxA (1)	966	CfxA beta-lactamase	cephamycin	antibiotic inactivation
OXA-145	3001804	protein homolog model	CARD	1	100.0	no data	no data	Pseudomonas aeruginosa	1.00	0.00	1.00	18.92	151.00	1.00	0	0	0	0	N/A	N/A	OXA-28 (1)	798	OXA beta-lactamase	carbapenem; cephalosporin; penam	antibiotic inactivation
ErmQ	3000593	protein homolog model	CARD	1	100.0	no data	no data	Clostridium perfringens	10.00	8.00	18.00	84.63	655.00	24.11	0	0	0	0	N/A	N/A		774	Erm 23S ribosomal RNA methyltransferase	macrolide antibiotic; lincosamide antibiotic; streptogramin antibiotic; streptogramin A antibiotic; streptogramin B antibiotic	antibiotic target alteration
CMY-35	3002046	protein homolog model	CARD	1	100.0	no data	no data	Citrobacter freundii	2.00	0.00	2.00	26.35	302.00	1.00	0	0	0	0	N/A	N/A		1146	CMY beta-lactamase	cephamycin	antibiotic inactivation
OXA-143	3001654	protein homolog model	CARD	1	100.0	no data	no data	Acinetobacter baumannii	2.00	0.00	2.00	25.48	211.00	2.00	0	0	0	0	N/A	N/A		828	OXA beta-lactamase	carbapenem; cephalosporin; penam	antibiotic inactivation
DHA-2	3002133	protein homolog model	CARD	1	100.0	no data	no data	Klebsiella pneumoniae	1.00	1.00	2.00	7.54	86.00	0.00	0	0	0	0	N/A	N/A		1140	DHA beta-lactamase	cephalosporin; cephamycin	antibiotic inactivation
aadA9	3002609	protein homolog model	CARD	1	100.0	no data	no data	Corynebacterium sp.	33.00	32.00	65.00	23.56	212.00	1.51	0	0	0	0	N/A	N/A	qacEdelta1 (1)	900	ANT(3'')	aminoglycoside antibiotic	antibiotic inactivation
OprN	3000805	protein homolog model	CARD	1	100.0	no data	no data	Pseudomonas aeruginosa	85.00	41.00	126.00	87.74	1245.00	16.73	0	0	0	0	N/A	N/A	MexF (1)	1419	resistance-nodulation-cell division (RND) antibiotic efflux pump	fluoroquinolone antibiotic; diaminopyrimidine antibiotic; phenicol antibiotic	antibiotic efflux
GES-17	3002346	protein homolog model	CARD	1	100.0	no data	no data	Escherichia coli	4.00	2.00	6.00	40.16	347.00	0.67	0	0	0	0	N/A	N/A	GES-34 (1); GES-40 (1)	864	GES beta-lactamase	carbapenem; cephalosporin; penam	antibiotic inactivation
vanR gene in vanF cluster	3002925	protein homolog model	CARD	1	100.0	no data	no data	Paenibacillus popilliae	1.00	1.00	2.00	5.03	35.00	11.00	0	0	0	0	N/A	N/A		696	glycopeptide resistance gene cluster; vanR	glycopeptide antibiotic	antibiotic target alteration
vanXY gene in vanG cluster	3003069	protein homolog model	CARD	1	100.0	no data	no data	Enterococcus faecalis	2.00	2.00	4.00	30.46	233.00	11.00	0	0	0	0	N/A	N/A		765	glycopeptide resistance gene cluster; vanXY	glycopeptide antibiotic	antibiotic target alteration
CARB-23	3003186	protein homolog model	CARD	1	100.0	no data	no data	Vibrio parahaemolyticus	1.00	1.00	2.00	11.50	108.00	0.50	0	0	0	0	N/A	N/A		939	CARB beta-lactamase	penam	antibiotic inactivation
mexX	3003034	protein homolog model	CARD	1	100.0	no data	no data	Pseudomonas aeruginosa	9.00	7.00	16.00	33.33	390.00	14.50	0	0	0	0	N/A	N/A		1170	resistance-nodulation-cell division (RND) antibiotic efflux pump	macrolide antibiotic; fluoroquinolone antibiotic; aminoglycoside antibiotic; carbapenem; cephalosporin; cephamycin; penam; tetracycline antibiotic; phenicol antibiotic; disinfecting agents and antiseptics	antibiotic efflux
smeS	3003067	protein homolog model	CARD	1	100.0	no data	no data	Stenotrophomonas maltophilia	9.00	7.00	16.00	29.84	419.00	15.12	0	0	0	0	N/A	N/A		1404	resistance-nodulation-cell division (RND) antibiotic efflux pump	aminoglycoside antibiotic; cephalosporin; cephamycin; penam	antibiotic efflux
OXA-31	3001425	protein homolog model	CARD	1	100.0	no data	no data	Pseudomonas aeruginosa	3.00	1.00	4.00	35.62	296.00	0.75	0	0	0	0	N/A	N/A	OXA-33 (1); OXA-1 (1)	831	OXA beta-lactamase	carbapenem; cephalosporin; penam	antibiotic inactivation
TEM-112	3000975	protein homolog model	CARD	1	100.0	no data	no data	Escherichia coli	1.00	1.00	2.00	12.89	111.00	0.50	0	0	0	0	N/A	N/A		861	TEM beta-lactamase	monobactam; cephalosporin; penam; penem	antibiotic inactivation
CARB-14	3002252	protein homolog model	CARD	1	100.0	no data	no data	Acinetobacter baumannii	6.00	1.00	7.00	67.78	608.00	0.86	0	0	0	0	N/A	N/A	CARB-10 (1)	897	CARB beta-lactamase	penam	antibiotic inactivation
qacA	3003046	protein homolog model	CARD	1	100.0	no data	no data	Staphylococcus aureus	2.00	0.00	2.00	19.55	302.00	11.00	0	0	0	0	N/A	N/A		1545	major facilitator superfamily (MFS) antibiotic efflux pump	fluoroquinolone antibiotic	antibiotic efflux
