ARO Term	ARO Accession	Reference Model Type	Reference DB	Alleles with Mapped Reads	Reference Allele(s) Identity to CARD Reference Protein (%)	Resistomes & Variants: Observed in Genome(s)	Resistomes & Variants: Observed in Plasmid(s)	Resistomes & Variants: Observed Pathogen(s)	Completely Mapped Reads	Mapped Reads with Flanking Sequence	All Mapped Reads	Average Percent Coverage	Average Length Coverage (bp)	Average MAPQ (Completely Mapped Reads)	Number of Mapped Baits	Number of Mapped Baits with Reads	Average Number of reads per Bait	Number of reads per Bait Coefficient of Variation (%)	Number of reads mapping to baits and mapping to complete gene	Number of reads mapping to baits and mapping to complete gene (%)	Mate Pair Linkage (# reads)	Reference Length	AMR Gene Family	Drug Class	Resistance Mechanism
msrE	3003109	protein homolog model	CARD	1	100.0	no data	no data	Acinetobacter baumannii	3730.00	510.00	4240.00	100.00	1476.00	37.71	0	0	0	0	N/A	N/A	mphE (1)	1476	msr-type ABC-F protein	macrolide antibiotic; streptogramin antibiotic	antibiotic target protection
FosA2	3002804	protein homolog model	CARD	1	100.0	no data	no data	Enterobacter cloacae	12.00	10.00	22.00	96.71	412.00	20.64	0	0	0	0	N/A	N/A		426	fosfomycin thiol transferase	fosfomycin	antibiotic inactivation
AAC(3)-Ia	3002528	protein homolog model	CARD	1	100.0	no data	no data	Pseudomonas aeruginosa	3.00	3.00	6.00	60.43	281.00	22.00	0	0	0	0	N/A	N/A		465	AAC(3)	aminoglycoside antibiotic	antibiotic inactivation
golS	3000504	protein homolog model	CARD	1	100.0	no data	no data	Salmonella enterica	1.00	1.00	2.00	17.63	82.00	11.00	0	0	0	0	N/A	N/A		465	resistance-nodulation-cell division (RND) antibiotic efflux pump	monobactam; carbapenem; cephalosporin; cephamycin; penam; phenicol antibiotic; penem	antibiotic efflux
mdtP	3003550	protein homolog model	CARD	1	100.0	no data	no data	Escherichia coli	84.00	10.00	94.00	100.00	1467.00	37.90	0	0	0	0	N/A	N/A	mdtO (1)	1467	major facilitator superfamily (MFS) antibiotic efflux pump	nucleoside antibiotic; disinfecting agents and antiseptics	antibiotic efflux
MOX-5	3002188	protein homolog model	CARD	1	100.0	no data	no data	Aeromonas caviae	19.00	8.00	27.00	64.24	740.00	5.70	0	0	0	0	N/A	N/A	MOX-11 (1); MOX-2 (1); MOX-6 (1); MOX-12 (1); MOX-13 (1)	1152	MOX beta-lactamase	cephalosporin; cephamycin; penam	antibiotic inactivation
TEM-34	3000904	protein homolog model	CARD	1	100.0	no data	no data	Haemophilus parainfluenzae	2.00	0.00	2.00	31.82	274.00	1.00	0	0	0	0	N/A	N/A		861	TEM beta-lactamase	monobactam; cephalosporin; penam; penem	antibiotic inactivation
OXA-256	3001502	protein homolog model	CARD	1	100.0	no data	no data	Enterobacter cloacae	78.00	20.00	98.00	97.75	783.00	0.71	0	0	0	0	N/A	N/A	OXA-928 (1); AAC(6')-Ib7 (1); cmlA6 (1); cmlA5 (1); aadA6 (1); qacL (1); catB8 (1); aadA2 (1); OXA-663 (1); aadA (1); ANT(3'')-IIa (1); aadA24 (1); OXA-795 (1); OXA-656 (1); aadA3 (1); qacE (1); OXA-794 (1); OXA-14 (1); OXA-251 (1); OXA-17 (1); aadA8b (1); aadA17 (1); aadA12 (1); OXA-824 (1)	801	OXA beta-lactamase	carbapenem; cephalosporin; penam	antibiotic inactivation
QnrS6	3002795	protein homolog model	CARD	1	100.0	no data	no data	Aeromonas hydrophila	225.00	126.00	351.00	99.85	656.00	0.52	0	0	0	0	N/A	N/A	QnrS2 (1)	657	quinolone resistance protein (qnr)	fluoroquinolone antibiotic	antibiotic target protection
CMY-42	3002053	protein homolog model	CARD	1	100.0	no data	no data	Escherichia coli	2.00	0.00	2.00	21.47	246.00	0.50	0	0	0	0	N/A	N/A	CMY-4 (1); CMY-130 (1)	1146	CMY beta-lactamase	cephalosporin; cephamycin	antibiotic inactivation
AAC(6')-Ib	3002546	protein homolog model	CARD	1	100.0	no data	no data	Klebsiella pneumoniae	160.00	37.00	197.00	95.68	531.00	7.16	0	0	0	0	N/A	N/A	QnrVC4 (1); QnrVC5 (1); GES-11 (1); dfrA7 (1); cmlA6 (1); cmlA5 (1); cmlA4 (1); qacL (1); cmlA1 (1); ANT(3'')-Ii-AAC(6')-IId_fusion_protein (1); AAC(6')-Ib9 (1); AAC(6')-Ib10 (1); Salmonella_enterica_cmlA (1); AAC(6')-Ib-cr4 (1); AAC(6')-Ib-Suzhou (1); AAC(6')-Ib7 (1); QnrVC7 (1); AAC(6')-Ib-cr3 (1)	555	AAC(6')	aminoglycoside antibiotic	antibiotic inactivation
GES-21	3002350	protein homolog model	CARD	1	100.0	no data	no data	uncultured bacterium	40.00	5.00	45.00	92.82	802.00	0.82	0	0	0	0	N/A	N/A	GES-5 (1); AAC(6')-Ib7 (1); dfrB2 (1); GES-37 (1); GES-20 (1); GES-11 (1); GES-26 (1); GES-4 (1); GES-25 (1); GES-15 (1); GES-18 (1); aadA9 (1); GES-14 (1); AAC(6')-Ib3 (1); GES-16 (1); dfrA1 (1); GES-22 (1); cmlA5 (1); qacEdelta1 (1); GES-40 (1)	864	GES beta-lactamase	carbapenem; cephalosporin; penam	antibiotic inactivation
aadA23	3002620	protein homolog model	CARD	1	100.0	no data	no data	Salmonella enterica	112.00	25.00	137.00	93.21	727.00	0.76	0	0	0	0	N/A	N/A	aadA22 (1); dfrA1 (1); OXA-392 (1); aadA12 (1); OXA-794 (1); aadA24 (1); aadA6 (1); aadA8 (1); OXA-655 (1); aadA25 (1); OXA-233 (1); qacEdelta1 (1); ANT(3'')-IIa (1); OXA-454 (1); dfrA14 (1); aadA17 (1); aadA3 (1); OXA-210 (1); qacE (1); aadA15 (1); aadA21 (1); aadA (1); OXA-226 (1); aadA7 (1); APH(3')-Ib (1)	780	ANT(3'')	aminoglycoside antibiotic	antibiotic inactivation
OXA-35	3001429	protein homolog model	CARD	1	100.0	no data	no data	Pseudomonas aeruginosa	9.00	5.00	14.00	57.05	457.00	0.64	0	0	0	0	N/A	N/A	OXA-147 (1)	801	OXA beta-lactamase	carbapenem; cephalosporin; penam	antibiotic inactivation
fusH	3003026	protein homolog model	CARD	1	100.0	no data	no data	Streptomyces lividans	1.00	1.00	2.00	2.42	37.00	11.00	0	0	0	0	N/A	N/A		1530	fusidic acid inactivation enzyme	fusidic acid	antibiotic inactivation
TEM-16	3000887	protein homolog model	CARD	1	100.0	no data	no data	Klebsiella pneumoniae	1.00	1.00	2.00	7.43	64.00	0.00	0	0	0	0	N/A	N/A		861	TEM beta-lactamase	monobactam; cephalosporin; penam; penem	antibiotic inactivation
FOX-3	3002157	protein homolog model	CARD	1	100.0	no data	no data	Klebsiella oxytoca	2.00	0.00	2.00	26.28	302.00	1.00	0	0	0	0	N/A	N/A		1149	FOX beta-lactamase	cephalosporin; cephamycin	antibiotic inactivation
PER-4	3002366	protein homolog model	CARD	1	100.0	no data	no data	Proteus vulgaris	1.00	0.00	1.00	16.29	151.00	1.00	0	0	0	0	N/A	N/A	PER-9 (1)	927	PER beta-lactamase	monobactam; carbapenem; cephalosporin; penam; penem	antibiotic inactivation
TEM-102	3000965	protein homolog model	CARD	1	100.0	no data	no data	Plasmid pWW100	1.00	0.00	1.00	5.57	48.00	0.00	0	0	0	0	N/A	N/A	TEM-1 (1)	861	TEM beta-lactamase	monobactam; cephalosporin; penam; penem	antibiotic inactivation
CMY-55	3002066	protein homolog model	CARD	1	100.0	no data	no data	Escherichia coli	1.00	1.00	2.00	13.18	151.00	0.50	0	0	0	0	N/A	N/A		1146	CMY beta-lactamase	cephamycin	antibiotic inactivation
gadX	3000508	protein homolog model	CARD	1	100.0	no data	no data	Escherichia coli	38.00	16.00	54.00	100.00	825.00	27.33	0	0	0	0	N/A	N/A		825	resistance-nodulation-cell division (RND) antibiotic efflux pump	macrolide antibiotic; fluoroquinolone antibiotic; penam	antibiotic efflux
CMY-56	3002067	protein homolog model	CARD	1	100.0	no data	no data	Klebsiella pneumoniae	4.00	0.00	4.00	30.98	355.00	1.00	0	0	0	0	N/A	N/A	CMY-16 (1); CMY-59 (1)	1146	CMY beta-lactamase	cephamycin	antibiotic inactivation
TLA-2	3003203	protein homolog model	CARD	1	100.0	no data	no data	uncultured bacterium	21.00	7.00	28.00	89.18	816.00	22.57	0	0	0	0	N/A	N/A		915	TLA beta-lactamase	fluoroquinolone antibiotic; monobactam; cephalosporin	antibiotic inactivation
CARB-4	3002243	protein homolog model	CARD	1	100.0	no data	no data	Pseudomonas aeruginosa	22.00	4.00	26.00	94.46	819.00	3.50	0	0	0	0	N/A	N/A	AAC(6')-Ib7 (1); CARB-52 (1); cmlA4 (1)	867	CARB beta-lactamase	penam	antibiotic inactivation
VEB-5	3002375	protein homolog model	CARD	1	100.0	no data	no data	Escherichia coli	19.00	2.00	21.00	88.22	794.00	0.81	0	0	0	0	N/A	N/A	cmlA1 (1); VEB-22 (1); VEB-7 (1); Salmonella_enterica_cmlA (1); ANT(2'')-Ia (1); VEB-4 (1); VEB-11 (1); VEB-20 (1); catB8 (1)	900	VEB beta-lactamase	monobactam; cephalosporin	antibiotic inactivation
dfrA13	3003012	protein homolog model	CARD	1	100.0	no data	no data	Escherichia coli	1.00	0.00	1.00	30.32	151.00	1.00	0	0	0	0	N/A	N/A	qacE (1)	498	trimethoprim resistant dihydrofolate reductase dfr	diaminopyrimidine antibiotic	antibiotic target replacement
TEM-87	3000954	protein homolog model	CARD	1	100.0	no data	no data	Proteus mirabilis	1.00	1.00	2.00	17.54	151.00	0.50	0	0	0	0	N/A	N/A		861	TEM beta-lactamase	monobactam; cephalosporin; penam; penem	antibiotic inactivation
aadA4	3002604	protein homolog model	CARD	1	100.0	no data	no data	Acinetobacter baumannii	433.00	99.00	532.00	100.00	789.00	13.61	0	0	0	0	N/A	N/A	OXA-732 (1); qacL (1); OXA-827 (1); aadA5 (1); OXA-415 (1); qacE (1); qacEdelta1 (1); OXA-5 (1); sul1 (1); OXA-210 (1)	789	ANT(3'')	aminoglycoside antibiotic	antibiotic inactivation
mdtF	3000796	protein homolog model	CARD	1	100.0	no data	no data	Escherichia coli	240.00	80.00	320.00	100.00	3114.00	24.02	0	0	0	0	N/A	N/A	mdtE (1); smeE (1); acrB (1); gadW (1); smeB (1); AcrF (1)	3114	resistance-nodulation-cell division (RND) antibiotic efflux pump	macrolide antibiotic; fluoroquinolone antibiotic; penam	antibiotic efflux
TEM-183	3001045	protein homolog model	CARD	1	100.0	no data	no data	Klebsiella pneumoniae	1.00	1.00	2.00	14.29	123.00	0.50	0	0	0	0	N/A	N/A		861	TEM beta-lactamase	monobactam; cephalosporin; penam; penem	antibiotic inactivation
srmB	3002828	protein homolog model	CARD	1	100.0	no data	no data	Streptomyces ambofaciens	172.00	172.00	344.00	13.19	218.00	10.13	0	0	0	0	N/A	N/A		1653	Miscellaneous ABC-F subfamily ATP-binding cassette ribosomal protection proteins	macrolide antibiotic	antibiotic target protection
arr-8	3002853	protein homolog model	CARD	1	100.0	no data	no data	Klebsiella oxytoca	2.00	1.00	3.00	36.42	165.00	22.00	0	0	0	0	N/A	N/A	GES-2 (1)	453	rifampin ADP-ribosyltransferase (Arr)	rifamycin antibiotic	antibiotic inactivation
QnrB10	3002724	protein homolog model	CARD	1	100.0	no data	no data	Citrobacter freundii	1.00	1.00	2.00	22.17	151.00	0.50	0	0	0	0	N/A	N/A		681	quinolone resistance protein (qnr)	fluoroquinolone antibiotic	antibiotic target protection
cphA7	3003103	protein homolog model	CARD	1	100.0	no data	no data	Aeromonas jandaei	38.00	27.00	65.00	84.97	650.00	5.97	0	0	0	0	N/A	N/A	cphA8 (1); cphA3 (1)	765	CphA beta-lactamase	carbapenem	antibiotic inactivation
aadA12	3002612	protein homolog model	CARD	1	100.0	no data	no data	Escherichia coli	116.00	29.00	145.00	100.00	792.00	0.88	0	0	0	0	N/A	N/A	GES-10 (1); GES-5 (1); cmlA4 (1); Salmonella_enterica_cmlA (1); catB2 (1); GES-12 (1); ANT(3'')-IIa (1); dfrA1 (1); OXA-21 (1); aadA24 (1); OXA-928 (1); OXA-824 (1); OXA-9 (1); OXA-11 (1); OXA-256 (1); OXA-142 (1); aadA8 (1); OXA-233 (1); OXA-935 (1); OXA-656 (1); OXA-368 (1); aadA6 (1); OXA-827 (1); OXA-732 (1); OXA-74 (1); sul1 (1); OXA-15 (1); OXA-17 (1); OXA-794 (1); dfrA14 (1); qacEdelta1 (1); OXA-681 (1); qacE (1); aadA23 (1); aadA8b (1); AAC(6')-Ib7 (1); APH(3'')-Ib (1); aadA2 (1); EreA2 (1)	792	ANT(3'')	aminoglycoside antibiotic	antibiotic inactivation
catB3	3002676	protein homolog model	CARD	1	100.0	no data	no data	Enterobacter cloacae	142.00	39.00	181.00	100.00	633.00	26.39	0	0	0	0	N/A	N/A	qacL (1); AAC(6')-Ib-Hangzhou (1); dfrA21 (1); OXA-675 (1); OXA-544 (1); AAC(6')-Ib7 (1); qacEdelta1 (1); OXA-928 (1); OXA-921 (1); aadA9 (1); VEB-4 (1); OXA-14 (1); OXA-142 (1); OXA-10 (1); arr-3 (1); arr-2 (1); EreA2 (1); sul1 (1); OXA-520 (1)	633	chloramphenicol acetyltransferase (CAT)	phenicol antibiotic	antibiotic inactivation
cpxA	3000830	protein homolog model	CARD	1	100.0	no data	no data	Escherichia coli	162.00	40.00	202.00	100.00	1374.00	29.78	0	0	0	0	N/A	N/A		1374	resistance-nodulation-cell division (RND) antibiotic efflux pump	aminoglycoside antibiotic; aminocoumarin antibiotic	antibiotic efflux
adeF	3000777	protein homolog model	CARD	1	100.0	no data	no data	Acinetobacter baumannii	1.00	1.00	2.00	3.14	100.00	11.00	0	0	0	0	N/A	N/A		3180	resistance-nodulation-cell division (RND) antibiotic efflux pump	fluoroquinolone antibiotic; tetracycline antibiotic	antibiotic efflux
dfrA21	3003017	protein homolog model	CARD	1	100.0	no data	no data	Salmonella enterica	12.00	4.00	16.00	100.00	498.00	10.19	0	0	0	0	N/A	N/A	AAC(6')-Ib7 (1); catB3 (1); qacEdelta1 (1)	498	trimethoprim resistant dihydrofolate reductase dfr	diaminopyrimidine antibiotic	antibiotic target replacement
tet(42)	3000572	protein homolog model	CARD	1	100.0	no data	no data	Micrococcus sp.	2.00	2.00	4.00	18.03	232.00	11.00	0	0	0	0	N/A	N/A		1287	major facilitator superfamily (MFS) antibiotic efflux pump	tetracycline antibiotic	antibiotic efflux
tet(45)	3003196	protein homolog model	CARD	1	100.0	no data	no data	Bhargavaea cecembensis	2.00	0.00	2.00	16.85	232.00	22.00	0	0	0	0	N/A	N/A		1377	major facilitator superfamily (MFS) antibiotic efflux pump	tetracycline antibiotic	antibiotic efflux
tet(E)	3000173	protein homolog model	CARD	1	100.0	no data	no data	Escherichia coli	41.00	11.00	52.00	100.00	1218.00	32.00	0	0	0	0	N/A	N/A		1218	major facilitator superfamily (MFS) antibiotic efflux pump	tetracycline antibiotic	antibiotic efflux
fosA5	3003209	protein homolog model	CARD	1	100.0	no data	no data	Escherichia coli	17.00	15.00	32.00	100.00	420.00	3.78	0	0	0	0	N/A	N/A		420	fosfomycin thiol transferase	fosfomycin	antibiotic inactivation
vanR gene in vanB cluster	3002921	protein homolog model	CARD	1	100.0	no data	no data	Enterococcus faecalis	1.00	0.00	1.00	22.32	148.00	44.00	0	0	0	0	N/A	N/A	vanS_gene_in_vanB_cluster (1)	663	glycopeptide resistance gene cluster; vanR	glycopeptide antibiotic	antibiotic target alteration
CfxA2	3003002	protein homolog model	CARD	1	100.0	no data	no data	Prevotella intermedia	226.00	81.00	307.00	100.00	966.00	2.10	0	0	0	0	N/A	N/A	CfxA4 (1); CfxA3 (1); CfxA5 (1); CfxA (1)	966	CfxA beta-lactamase	cephamycin	antibiotic inactivation
GES-14	3002343	protein homolog model	CARD	1	100.0	no data	no data	Acinetobacter baumannii	72.00	9.00	81.00	96.06	830.00	0.81	0	0	0	0	N/A	N/A	AAC(6')-Ib7 (1); GES-12 (1); GES-21 (1); GES-45 (1); GES-15 (1); GES-8 (1); GES-25 (1); dfrB2 (1); GES-1 (1); GES-28 (1); GES-18 (1); GES-11 (1); GES-3 (1); dfrA7 (1); GES-33 (1); cmlA6 (1); dfrB5 (1); GES-2 (1); aadA21 (1); AAC(6')-Ib8 (1); AAC(6')-Ib4 (1); GES-6 (1); aadA8 (1)	864	GES beta-lactamase	carbapenem; cephalosporin; penam	antibiotic inactivation
OXA-12	3001407	protein homolog model	CARD	1	100.0	no data	no data	Aeromonas sobria	5.00	4.00	9.00	64.28	511.00	6.89	0	0	0	0	N/A	N/A	OXA-912 (1)	795	OXA beta-lactamase	carbapenem; cephalosporin; penam	antibiotic inactivation
OCH-3	3002516	protein homolog model	CARD	1	100.0	no data	no data	Brucella anthropi	1.00	0.00	1.00	9.21	108.00	11.00	0	0	0	0	N/A	N/A	OCH-7 (1)	1173	OCH beta-lactamase	monobactam; cephalosporin; cephamycin; penam; penem	antibiotic inactivation
GES-12	3002341	protein homolog model	CARD	1	100.0	no data	no data	Acinetobacter baumannii	63.00	21.00	84.00	93.98	812.00	0.69	0	0	0	0	N/A	N/A	GES-25 (1); dfrB2 (1); GES-10 (1); AAC(6')-Ib7 (1); GES-8 (1); GES-17 (1); GES-2 (1); GES-46 (1); GES-7 (1); aadA12 (1); GES-28 (1); dfrA7 (1); arr-2 (1); qacE (1); AAC(6')-Ib9 (1); GES-14 (1)	864	GES beta-lactamase	carbapenem; cephalosporin; penam	antibiotic inactivation
AAC(3)-Ib/AAC(6')-Ib''	3002600	protein homolog model	CARD	1	100.0	no data	no data	Pseudomonas aeruginosa	20.00	10.00	30.00	45.77	460.00	0.50	0	0	0	0	N/A	N/A	cmlA4 (1); qacEdelta1 (1); dfrA7 (1); cmlA6 (1)	1005	AAC(3); AAC(6')	aminoglycoside antibiotic	antibiotic inactivation
OXA-21	3001416	protein homolog model	CARD	1	100.0	no data	no data	Acinetobacter baumannii	50.00	8.00	58.00	100.00	828.00	3.45	0	0	0	0	N/A	N/A	OXA-3 (1); AAC(6')-Ib7 (1); aadA2 (1); OXA-141 (1); OXA-415 (1); aadA12 (1); aadA5 (1); aadA8b (1); sul4 (1)	828	OXA beta-lactamase	carbapenem; cephalosporin; penam	antibiotic inactivation
OKP-A-12	3002429	protein homolog model	CARD	1	100.0	no data	no data	Klebsiella pneumoniae	2.00	0.00	2.00	35.08	302.00	1.00	0	0	0	0	N/A	N/A		861	OKP beta-lactamase	cephalosporin; penam	antibiotic inactivation
GES-3	3002332	protein homolog model	CARD	1	100.0	no data	no data	Klebsiella pneumoniae	47.00	16.00	63.00	92.94	803.00	0.62	0	0	0	0	N/A	N/A	GES-16 (1); GES-14 (1); GES-4 (1); GES-27 (1); AAC(6')-Ib7 (1); GES-26 (1); dfrB5 (1); GES-2 (1); GES-1 (1); GES-45 (1); aadA22 (1); GES-42 (1); GES-40 (1); dfrA7 (1); GES-38 (1); aadA8 (1); AAC(6')-IIa (1); GES-24 (1); aadA2 (1)	864	GES beta-lactamase	carbapenem; cephalosporin; penam	antibiotic inactivation
OKP-B-3	3002436	protein homolog model	CARD	1	100.0	no data	no data	Klebsiella pneumoniae	2.00	0.00	2.00	33.80	291.00	1.00	0	0	0	0	N/A	N/A		861	OKP beta-lactamase	cephalosporin; penam	antibiotic inactivation
sdiA	3000826	protein homolog model	CARD	1	100.0	no data	no data	Salmonella enterica	4.00	4.00	8.00	28.49	206.00	12.00	0	0	0	0	N/A	N/A		723	resistance-nodulation-cell division (RND) antibiotic efflux pump	fluoroquinolone antibiotic; cephalosporin; glycylcycline; penam; tetracycline antibiotic; rifamycin antibiotic; phenicol antibiotic; disinfecting agents and antiseptics	antibiotic efflux
imiH	3003094	protein homolog model	CARD	1	100.0	no data	no data	Aeromonas hydrophila	1.00	1.00	2.00	19.74	151.00	5.50	0	0	0	0	N/A	N/A		765	CphA beta-lactamase	carbapenem	antibiotic inactivation
OXA-9	3001404	protein homolog model	CARD	1	100.0	no data	no data	Klebsiella pneumoniae	27.00	1.00	28.00	96.85	799.00	3.57	0	0	0	0	N/A	N/A	ANT(3'')-IIa (1); OXA-896 (1); AAC(6')-Ib7 (1); aadA (1); aadA24 (1); aadA12 (1)	825	OXA beta-lactamase	carbapenem; cephalosporin; penam	antibiotic inactivation
cmlA5	3002695	protein homolog model	CARD	1	100.0	no data	no data	uncultured bacterium	1445.00	231.00	1676.00	100.00	1260.00	5.15	0	0	0	0	N/A	N/A	Salmonella_enterica_cmlA (1); cmlA1 (1); cmlA6 (1); AAC(6')-Ib7 (1); AAC(6')-Ib' (1); ANT(2'')-Ia (1); AAC(6')-Ib-Hangzhou (1); AAC(6')-Ib-cr7 (1); AAC(6')-30/AAC(6')-Ib'_fusion_protein (1); AAC(6')-Ib10 (1); AAC(6')-Ib (1); dfrA15 (1); dfrB2 (1); GES-8 (1); aadA8 (1); aadA6 (1); GES-13 (1); arr-2 (1); AAC(6')-Ib9 (1); ANT(3'')-IIa (1); GES-21 (1); arr-3 (1); ANT(3'')-Ii-AAC(6')-IId_fusion_protein (1); AAC(6')-Ib11 (1); AAC(6')-Ib8 (1); AAC(6')-Ib-cr5 (1); GES-34 (1); cmlA4 (1); cmlA8 (1); VEB-2 (1); VEB-26 (1); qacEdelta1 (1); VEB-4 (1); VEB-25 (1); VEB-15 (1); OXA-142 (1); OXA-17 (1); VEB-24 (1); OXA-655 (1); qacE (1); OXA-10 (1); OXA-233 (1); VEB-1 (1); VEB-20 (1); OXA-795 (1); VEB-9 (1); OXA-16 (1); VEB-14 (1); VEB-13 (1); VEB-11 (1); OXA-74 (1); VEB-3 (1); dfrA14 (1); VEB-8 (1); OXA-251 (1); OXA-11 (1); OXA-928 (1); aadA3 (1); VEB-10 (1); VEB-19 (1); OXA-256 (1); VEB-7 (1); OXA-823 (1); OXA-520 (1); OXA-935 (1); VEB-22 (1); OXA-827 (1); VEB-12 (1); OXA-836 (1); OXA-824 (1)	1260	major facilitator superfamily (MFS) antibiotic efflux pump	phenicol antibiotic	antibiotic efflux
ACT-37	3003172	protein homolog model	CARD	1	100.0	no data	no data	Enterobacter cloacae	2.00	2.00	4.00	26.35	302.00	5.50	0	0	0	0	N/A	N/A		1146	ACT beta-lactamase	carbapenem; cephalosporin; cephamycin; penam	antibiotic inactivation
lsaE	3003206	protein homolog model	CARD	1	100.0	no data	no data	Enterococcus faecalis	118.00	46.00	164.00	100.00	804.00	2.73	0	0	0	0	N/A	N/A	lnuB (1)	804	lsa-type ABC-F protein	lincosamide antibiotic; streptogramin antibiotic; pleuromutilin antibiotic	antibiotic target protection
CfxA6	3003097	protein homolog model	CARD	1	100.0	no data	no data	uncultured organism	33.00	15.00	48.00	100.00	996.00	14.56	0	0	0	0	N/A	N/A	CfxA3 (1); CfxA4 (1); CfxA (1)	996	CfxA beta-lactamase	cephamycin	antibiotic inactivation
CMY-8	3002019	protein homolog model	CARD	1	100.0	no data	no data	Klebsiella pneumoniae	2.00	1.00	3.00	16.62	191.00	0.33	0	0	0	0	N/A	N/A	MOX-2 (1)	1149	CMY beta-lactamase	cephamycin	antibiotic inactivation
CMY-4	3002015	protein homolog model	CARD	1	100.0	no data	no data	Proteus mirabilis	31.00	1.00	32.00	77.08	881.00	7.22	0	0	0	0	N/A	N/A	CMY-45 (1); CMY-42 (1); CMY-36 (1); CMY-162 (1); CMY-59 (1); CMY-38 (1); CMY-29 (1); CMY-130 (1); CMY-18 (1); CMY-94 (1); CMY-158 (1); CMY-125 (1); CMY-27 (1)	1143	CMY beta-lactamase	cephamycin	antibiotic inactivation
QnrB36	3002751	protein homolog model	CARD	1	100.0	no data	no data	Citrobacter freundii	1.00	0.00	1.00	23.41	151.00	1.00	0	0	0	0	N/A	N/A	QnrB59 (1)	645	quinolone resistance protein (qnr)	fluoroquinolone antibiotic	antibiotic target protection
