ARO Term	ARO Accession	Reference Model Type	Reference DB	Alleles with Mapped Reads	Reference Allele(s) Identity to CARD Reference Protein (%)	Resistomes & Variants: Observed in Genome(s)	Resistomes & Variants: Observed in Plasmid(s)	Resistomes & Variants: Observed Pathogen(s)	Completely Mapped Reads	Mapped Reads with Flanking Sequence	All Mapped Reads	Average Percent Coverage	Average Length Coverage (bp)	Average MAPQ (Completely Mapped Reads)	Number of Mapped Baits	Number of Mapped Baits with Reads	Average Number of reads per Bait	Number of reads per Bait Coefficient of Variation (%)	Number of reads mapping to baits and mapping to complete gene	Number of reads mapping to baits and mapping to complete gene (%)	Mate Pair Linkage (# reads)	Reference Length	AMR Gene Family	Drug Class	Resistance Mechanism
msrE	3003109	protein homolog model	CARD	1	100.0	no data	no data	Acinetobacter baumannii	2498.00	240.00	2738.00	100.00	1476.00	39.28	0	0	0	0	N/A	N/A	mphE (1)	1476	msr-type ABC-F protein	macrolide antibiotic; streptogramin antibiotic	antibiotic target protection
FosA2	3002804	protein homolog model	CARD	1	100.0	no data	no data	Enterobacter cloacae	10.00	8.00	18.00	100.00	426.00	18.33	0	0	0	0	N/A	N/A		426	fosfomycin thiol transferase	fosfomycin	antibiotic inactivation
AAC(3)-Ia	3002528	protein homolog model	CARD	1	100.0	no data	no data	Pseudomonas aeruginosa	2.00	2.00	4.00	60.86	283.00	22.00	0	0	0	0	N/A	N/A		465	AAC(3)	aminoglycoside antibiotic	antibiotic inactivation
mdtP	3003550	protein homolog model	CARD	1	100.0	no data	no data	Escherichia coli	136.00	6.00	142.00	100.00	1467.00	41.02	0	0	0	0	N/A	N/A	mdtO (1)	1467	major facilitator superfamily (MFS) antibiotic efflux pump	nucleoside antibiotic; disinfecting agents and antiseptics	antibiotic efflux
MOX-5	3002188	protein homolog model	CARD	1	100.0	no data	no data	Aeromonas caviae	17.00	11.00	28.00	64.24	740.00	3.96	0	0	0	0	N/A	N/A		1152	MOX beta-lactamase	cephalosporin; cephamycin; penam	antibiotic inactivation
QnrB47	3002762	protein homolog model	CARD	1	100.0	no data	no data	Citrobacter freundii	1.00	1.00	2.00	23.41	151.00	0.50	0	0	0	0	N/A	N/A		645	quinolone resistance protein (qnr)	fluoroquinolone antibiotic	antibiotic target protection
OXA-256	3001502	protein homolog model	CARD	1	100.0	no data	no data	Enterobacter cloacae	52.00	15.00	67.00	98.63	790.00	0.73	0	0	0	0	N/A	N/A	OXA-795 (1); OXA-142 (1); OXA-823 (1); ANT(3'')-IIa (1); OXA-240 (1); OXA-11 (1); aadA15 (1); OXA-824 (1); qacEdelta1 (1)	801	OXA beta-lactamase	carbapenem; cephalosporin; penam	antibiotic inactivation
QnrS6	3002795	protein homolog model	CARD	1	100.0	no data	no data	Aeromonas hydrophila	156.00	91.00	247.00	98.93	650.00	0.55	0	0	0	0	N/A	N/A	QnrS2 (1)	657	quinolone resistance protein (qnr)	fluoroquinolone antibiotic	antibiotic target protection
AAC(6')-Ib	3002546	protein homolog model	CARD	1	100.0	no data	no data	Klebsiella pneumoniae	120.00	12.00	132.00	94.41	524.00	8.30	0	0	0	0	N/A	N/A	QnrVC4 (1); ANT(2'')-Ia (1); catB3 (1); cmlA5 (1); dfrA7 (1); cmlA6 (1); cmlA1 (1); AAC(6')-Ib10 (1); AAC(6')-Ib7 (1); cmlA4 (1); ANT(3'')-Ii-AAC(6')-IId_fusion_protein (1); AAC(6')-Ib-cr5 (1); Salmonella_enterica_cmlA (1); AAC(6')-Ib9 (1); OXA-141 (1)	555	AAC(6')	aminoglycoside antibiotic	antibiotic inactivation
GES-21	3002350	protein homolog model	CARD	1	100.0	no data	no data	uncultured bacterium	25.00	3.00	28.00	80.56	696.00	1.25	0	0	0	0	N/A	N/A	AAC(6')-Ib7 (1); GES-27 (1); GES-9 (1); arr-2 (1); GES-17 (1)	864	GES beta-lactamase	carbapenem; cephalosporin; penam	antibiotic inactivation
SHV-41	3001099	protein homolog model	CARD	1	100.0	no data	no data	Klebsiella pneumoniae	1.00	1.00	2.00	4.53	39.00	0.00	0	0	0	0	N/A	N/A		861	SHV beta-lactamase	carbapenem; cephalosporin; penam	antibiotic inactivation
aadA23	3002620	protein homolog model	CARD	1	100.0	no data	no data	Salmonella enterica	81.00	27.00	108.00	98.21	766.00	0.69	0	0	0	0	N/A	N/A	aadA21 (1); dfrA1 (1); OXA-928 (1); aadA24 (1); APH(3')-Ib (1); ANT(3'')-IIa (1); qacEdelta1 (1); sul1 (1); aadA (1); aadA17 (1); aadA13 (1); OXA-392 (1)	780	ANT(3'')	aminoglycoside antibiotic	antibiotic inactivation
OXA-35	3001429	protein homolog model	CARD	1	100.0	no data	no data	Pseudomonas aeruginosa	12.00	6.00	18.00	79.65	638.00	0.56	0	0	0	0	N/A	N/A	OXA-147 (1); OXA-145 (1)	801	OXA beta-lactamase	carbapenem; cephalosporin; penam	antibiotic inactivation
SHV-79	3001133	protein homolog model	CARD	1	100.0	no data	no data	Klebsiella pneumoniae	2.00	0.00	2.00	35.08	302.00	1.00	0	0	0	0	N/A	N/A		861	SHV beta-lactamase	carbapenem; cephalosporin; penam	antibiotic inactivation
ACT-29	3001849	protein homolog model	CARD	1	100.0	no data	no data	Enterobacter asburiae	2.00	0.00	2.00	25.39	291.00	11.00	0	0	0	0	N/A	N/A		1146	ACT beta-lactamase	carbapenem; cephalosporin; cephamycin; penam	antibiotic inactivation
PER-4	3002366	protein homolog model	CARD	1	100.0	no data	no data	Proteus vulgaris	3.00	0.00	3.00	38.51	357.00	1.00	0	0	0	0	N/A	N/A	PER-3 (1)	927	PER beta-lactamase	monobactam; carbapenem; cephalosporin; penam; penem	antibiotic inactivation
CMY-55	3002066	protein homolog model	CARD	1	100.0	no data	no data	Escherichia coli	2.00	0.00	2.00	22.86	262.00	1.00	0	0	0	0	N/A	N/A		1146	CMY beta-lactamase	cephamycin	antibiotic inactivation
gadX	3000508	protein homolog model	CARD	1	100.0	no data	no data	Escherichia coli	73.00	23.00	96.00	100.00	825.00	31.04	0	0	0	0	N/A	N/A	gadW (1)	825	resistance-nodulation-cell division (RND) antibiotic efflux pump	macrolide antibiotic; fluoroquinolone antibiotic; penam	antibiotic efflux
QnrB38	3002753	protein homolog model	CARD	1	100.0	no data	no data	Citrobacter freundii	2.00	0.00	2.00	37.21	240.00	0.50	0	0	0	0	N/A	N/A		645	quinolone resistance protein (qnr)	fluoroquinolone antibiotic	antibiotic target protection
TEM-109	3000972	protein homolog model	CARD	1	100.0	no data	no data	Escherichia coli	1.00	0.00	1.00	17.54	151.00	1.00	0	0	0	0	N/A	N/A	TEM-29 (1)	861	TEM beta-lactamase	monobactam; cephalosporin; penam; penem	antibiotic inactivation
TLA-2	3003203	protein homolog model	CARD	1	100.0	no data	no data	uncultured bacterium	49.00	7.00	56.00	90.27	826.00	25.52	0	0	0	0	N/A	N/A		915	TLA beta-lactamase	fluoroquinolone antibiotic; monobactam; cephalosporin	antibiotic inactivation
SHV-12	3001071	protein homolog model	CARD	1	100.0	no data	no data	Escherichia coli	2.00	0.00	2.00	33.33	279.00	1.00	0	0	0	0	N/A	N/A		837	SHV beta-lactamase	carbapenem; cephalosporin; penam	antibiotic inactivation
CARB-4	3002243	protein homolog model	CARD	1	100.0	no data	no data	Pseudomonas aeruginosa	24.00	4.00	28.00	100.00	867.00	4.43	0	0	0	0	N/A	N/A	cmlA4 (1); qacE (1)	867	CARB beta-lactamase	penam	antibiotic inactivation
VEB-5	3002375	protein homolog model	CARD	1	100.0	no data	no data	Escherichia coli	31.00	6.00	37.00	74.33	669.00	0.81	0	0	0	0	N/A	N/A	VEB-24 (1); VEB-14 (1); ANT(2'')-Ia (1); catB8 (1)	900	VEB beta-lactamase	monobactam; cephalosporin	antibiotic inactivation
dfrA13	3003012	protein homolog model	CARD	1	100.0	no data	no data	Escherichia coli	2.00	0.00	2.00	60.64	302.00	1.00	0	0	0	0	N/A	N/A		498	trimethoprim resistant dihydrofolate reductase dfr	diaminopyrimidine antibiotic	antibiotic target replacement
QnrB18	3002733	protein homolog model	CARD	1	100.0	no data	no data	Citrobacter freundii	1.00	0.00	1.00	10.43	71.00	2.00	0	0	0	0	N/A	N/A	QnrB3 (1)	681	quinolone resistance protein (qnr)	fluoroquinolone antibiotic	antibiotic target protection
aadA4	3002604	protein homolog model	CARD	1	100.0	no data	no data	Acinetobacter baumannii	498.00	94.00	592.00	100.00	789.00	13.64	0	0	0	0	N/A	N/A	OXA-732 (1); OXA-205 (1); AAC(6')-Ib7 (1); aadA5 (1); dfrA7 (1); qacE (1); qacEdelta1 (1); OXA-129 (1)	789	ANT(3'')	aminoglycoside antibiotic	antibiotic inactivation
mdtF	3000796	protein homolog model	CARD	1	100.0	no data	no data	Escherichia coli	331.00	79.00	410.00	100.00	3114.00	29.18	0	0	0	0	N/A	N/A	mdtE (1); gadW (1); smeB (1)	3114	resistance-nodulation-cell division (RND) antibiotic efflux pump	macrolide antibiotic; fluoroquinolone antibiotic; penam	antibiotic efflux
TEM-183	3001045	protein homolog model	CARD	1	100.0	no data	no data	Klebsiella pneumoniae	1.00	1.00	2.00	14.17	122.00	0.50	0	0	0	0	N/A	N/A		861	TEM beta-lactamase	monobactam; cephalosporin; penam; penem	antibiotic inactivation
srmB	3002828	protein homolog model	CARD	1	100.0	no data	no data	Streptomyces ambofaciens	195.00	185.00	380.00	18.09	299.00	10.50	0	0	0	0	N/A	N/A		1653	Miscellaneous ABC-F subfamily ATP-binding cassette ribosomal protection proteins	macrolide antibiotic	antibiotic target protection
TEM-198	3001057	protein homolog model	CARD	1	100.0	no data	no data	Klebsiella pneumoniae	3.00	1.00	4.00	33.68	290.00	0.50	0	0	0	0	N/A	N/A		861	TEM beta-lactamase	monobactam; cephalosporin; penam; penem	antibiotic inactivation
arr-8	3002853	protein homolog model	CARD	1	100.0	no data	no data	Klebsiella oxytoca	5.00	1.00	6.00	85.87	389.00	29.67	0	0	0	0	N/A	N/A	AAC(6')-Ib7 (1)	453	rifampin ADP-ribosyltransferase (Arr)	rifamycin antibiotic	antibiotic inactivation
CMY-9	3002020	protein homolog model	CARD	1	100.0	no data	no data	Escherichia coli	3.00	1.00	4.00	27.94	321.00	0.50	0	0	0	0	N/A	N/A		1149	CMY beta-lactamase	cephamycin	antibiotic inactivation
QnrB10	3002724	protein homolog model	CARD	1	100.0	no data	no data	Citrobacter freundii	4.00	2.00	6.00	32.16	219.00	0.33	0	0	0	0	N/A	N/A		681	quinolone resistance protein (qnr)	fluoroquinolone antibiotic	antibiotic target protection
cphA7	3003103	protein homolog model	CARD	1	100.0	no data	no data	Aeromonas jandaei	14.00	9.00	23.00	64.05	490.00	7.48	0	0	0	0	N/A	N/A	cphA4 (1)	765	CphA beta-lactamase	carbapenem	antibiotic inactivation
aadA12	3002612	protein homolog model	CARD	1	100.0	no data	no data	Escherichia coli	93.00	28.00	121.00	100.00	792.00	0.64	0	0	0	0	N/A	N/A	aadA8 (1); AAC(6')-Ib7 (1); dfrA1 (1); OXA-11 (1); dfrB5 (1); aadA (1); aadA24 (1); OXA-233 (1); OXA-74 (1); aadA6 (1); OXA-823 (1); ANT(3'')-IIa (1); qacEdelta1 (1); aadA22 (1); aadA17 (1); EreA2 (1); aadA3 (1); aadA8b (1); aadA25 (1); sul1 (1)	792	ANT(3'')	aminoglycoside antibiotic	antibiotic inactivation
catB3	3002676	protein homolog model	CARD	1	100.0	no data	no data	Enterobacter cloacae	156.00	32.00	188.00	100.00	633.00	28.96	0	0	0	0	N/A	N/A	OXA-796 (1); OXA-921 (1); AAC(6')-Ib7 (1); OXA-31 (1); AAC(6')-Ib (1); OXA-1 (1); qacEdelta1 (1); catB8 (1); qacE (1); OXA-827 (1); OXA-681 (1); OXA-520 (1); dfrA12 (1); OXA-794 (1); aadA9 (1); OXA-663 (1); qacL (1)	633	chloramphenicol acetyltransferase (CAT)	phenicol antibiotic	antibiotic inactivation
cpxA	3000830	protein homolog model	CARD	1	100.0	no data	no data	Escherichia coli	227.00	53.00	280.00	100.00	1374.00	28.54	0	0	0	0	N/A	N/A		1374	resistance-nodulation-cell division (RND) antibiotic efflux pump	aminoglycoside antibiotic; aminocoumarin antibiotic	antibiotic efflux
adeF	3000777	protein homolog model	CARD	1	100.0	no data	no data	Acinetobacter baumannii	6.00	2.00	8.00	18.14	577.00	27.50	0	0	0	0	N/A	N/A		3180	resistance-nodulation-cell division (RND) antibiotic efflux pump	fluoroquinolone antibiotic; tetracycline antibiotic	antibiotic efflux
dfrA21	3003017	protein homolog model	CARD	1	100.0	no data	no data	Salmonella enterica	6.00	0.00	6.00	70.68	352.00	6.00	0	0	0	0	N/A	N/A	AAC(6')-Ib7 (1); qacE (1)	498	trimethoprim resistant dihydrofolate reductase dfr	diaminopyrimidine antibiotic	antibiotic target replacement
myrA	3001300	protein homolog model	CARD	1	100.0	no data	no data	Micromonospora griseorubida	9.00	9.00	18.00	17.34	154.00	11.00	0	0	0	0	N/A	N/A		888	non-erm 23S ribosomal RNA methyltransferase (G748)	macrolide antibiotic; lincosamide antibiotic	antibiotic target alteration
KPC-8	3002318	protein homolog model	CARD	1	100.0	no data	no data	Klebsiella pneumoniae	2.00	0.00	2.00	26.76	236.00	1.00	0	0	0	0	N/A	N/A		882	KPC beta-lactamase	monobactam; carbapenem; cephalosporin; penam	antibiotic inactivation
tet(E)	3000173	protein homolog model	CARD	1	100.0	no data	no data	Escherichia coli	12.00	6.00	18.00	71.02	865.00	26.39	0	0	0	0	N/A	N/A		1218	major facilitator superfamily (MFS) antibiotic efflux pump	tetracycline antibiotic	antibiotic efflux
fosA5	3003209	protein homolog model	CARD	1	100.0	no data	no data	Escherichia coli	17.00	11.00	28.00	100.00	420.00	5.21	0	0	0	0	N/A	N/A		420	fosfomycin thiol transferase	fosfomycin	antibiotic inactivation
CfxA2	3003002	protein homolog model	CARD	1	100.0	no data	no data	Prevotella intermedia	120.00	33.00	153.00	100.00	966.00	2.06	0	0	0	0	N/A	N/A	CfxA (1); CfxA3 (1); CfxA4 (1)	966	CfxA beta-lactamase	cephamycin	antibiotic inactivation
DHA-19	3002150	protein homolog model	CARD	1	100.0	no data	no data	Morganella morganii	2.00	0.00	2.00	26.49	302.00	1.00	0	0	0	0	N/A	N/A		1140	DHA beta-lactamase	cephalosporin; cephamycin	antibiotic inactivation
GES-14	3002343	protein homolog model	CARD	1	100.0	no data	no data	Acinetobacter baumannii	64.00	4.00	68.00	100.00	864.00	0.94	0	0	0	0	N/A	N/A	GES-45 (1); GES-33 (1); AAC(6')-Ib7 (1); GES-16 (1); GES-7 (1); GES-17 (1); dfrB5 (1)	864	GES beta-lactamase	carbapenem; cephalosporin; penam	antibiotic inactivation
OXA-232	3001778	protein homolog model	CARD	1	100.0	no data	no data	Escherichia coli	5.00	0.00	5.00	66.54	531.00	0.80	0	0	0	0	N/A	N/A	EreA2 (1)	798	OXA beta-lactamase	carbapenem; cephalosporin; penam	antibiotic inactivation
OXA-12	3001407	protein homolog model	CARD	1	100.0	no data	no data	Aeromonas sobria	3.00	0.00	3.00	40.38	321.00	11.00	0	0	0	0	N/A	N/A	OXA-912 (1)	795	OXA beta-lactamase	carbapenem; cephalosporin; penam	antibiotic inactivation
OCH-3	3002516	protein homolog model	CARD	1	100.0	no data	no data	Brucella anthropi	3.00	1.00	4.00	24.64	289.00	1.00	0	0	0	0	N/A	N/A		1173	OCH beta-lactamase	monobactam; cephalosporin; cephamycin; penam; penem	antibiotic inactivation
APH(4)-Ia	3002655	protein homolog model	CARD	1	100.0	no data	no data	Escherichia coli	4.00	0.00	4.00	38.21	392.00	42.25	0	0	0	0	N/A	N/A		1026	APH(4)	aminoglycoside antibiotic	antibiotic inactivation
GES-12	3002341	protein homolog model	CARD	1	100.0	no data	no data	Acinetobacter baumannii	25.00	5.00	30.00	84.61	731.00	0.80	0	0	0	0	N/A	N/A	AAC(6')-Ib7 (1); GES-40 (1); GES-8 (1)	864	GES beta-lactamase	carbapenem; cephalosporin; penam	antibiotic inactivation
AAC(3)-Ib/AAC(6')-Ib''	3002600	protein homolog model	CARD	1	100.0	no data	no data	Pseudomonas aeruginosa	13.00	4.00	17.00	44.08	443.00	0.35	0	0	0	0	N/A	N/A	GES-6 (1); cmlA6 (1); cmlA5 (1); OXA-31 (1); AAC(6')-Ib10 (1); ANT(3'')-Ii-AAC(6')-IId_fusion_protein (1); cmlA1 (1); AAC(6')-Ib-cr3 (1); cmlA4 (1)	1005	AAC(3); AAC(6')	aminoglycoside antibiotic	antibiotic inactivation
OXA-21	3001416	protein homolog model	CARD	1	100.0	no data	no data	Acinetobacter baumannii	81.00	10.00	91.00	100.00	828.00	3.41	0	0	0	0	N/A	N/A	aadA5 (1); ANT(2'')-Ia (1); AAC(6')-Ib7 (1); OXA-3 (1); qacEdelta1 (1); ANT(3'')-Ii-AAC(6')-IId_fusion_protein (1)	828	OXA beta-lactamase	carbapenem; cephalosporin; penam	antibiotic inactivation
OKP-A-12	3002429	protein homolog model	CARD	1	100.0	no data	no data	Klebsiella pneumoniae	3.00	0.00	3.00	35.77	308.00	7.67	0	0	0	0	N/A	N/A	OKP-A-17 (1)	861	OKP beta-lactamase	cephalosporin; penam	antibiotic inactivation
GES-3	3002332	protein homolog model	CARD	1	100.0	no data	no data	Klebsiella pneumoniae	33.00	6.00	39.00	100.00	864.00	0.77	0	0	0	0	N/A	N/A	AAC(6')-Ib7 (1); GES-17 (1); GES-1 (1); GES-11 (1); AAC(6')-Ib3 (1); aadA8 (1); dfrB5 (1)	864	GES beta-lactamase	carbapenem; cephalosporin; penam	antibiotic inactivation
sdiA	3000826	protein homolog model	CARD	1	100.0	no data	no data	Salmonella enterica	3.00	3.00	6.00	23.65	171.00	11.67	0	0	0	0	N/A	N/A		723	resistance-nodulation-cell division (RND) antibiotic efflux pump	fluoroquinolone antibiotic; cephalosporin; glycylcycline; penam; tetracycline antibiotic; rifamycin antibiotic; phenicol antibiotic; disinfecting agents and antiseptics	antibiotic efflux
QnrS8	3002797	protein homolog model	CARD	1	100.0	no data	no data	Klebsiella pneumoniae	5.00	3.00	8.00	58.90	387.00	0.50	0	0	0	0	N/A	N/A		657	quinolone resistance protein (qnr)	fluoroquinolone antibiotic	antibiotic target protection
OXA-9	3001404	protein homolog model	CARD	1	100.0	no data	no data	Klebsiella pneumoniae	25.00	2.00	27.00	93.45	771.00	6.48	0	0	0	0	N/A	N/A	aadA24 (1); ANT(3'')-IIa (1)	825	OXA beta-lactamase	carbapenem; cephalosporin; penam	antibiotic inactivation
cmlA5	3002695	protein homolog model	CARD	1	100.0	no data	no data	uncultured bacterium	1011.00	119.00	1130.00	100.00	1260.00	5.15	0	0	0	0	N/A	N/A	Salmonella_enterica_cmlA (1); AAC(6')-Ib-cr5 (1); AAC(6')-Ib9 (1); AAC(3)-Ib/AAC(6')-Ib'' (1); AAC(6')-Ib7 (1); AAC(6')-Ib' (1); aadA24 (1); AAC(6')-Ib (1); GES-43 (1); GES-24 (1); aadA25 (1); aadA6 (1); arr-3 (1); AAC(6')-Ib4 (1); GES-30 (1); AAC(6')-Ib11 (1); AAC(6')-Ib-Hangzhou (1); dfrA15 (1); GES-22 (1); dfrB2 (1); cmlA6 (1); AAC(6')-Ib8 (1); cmlA1 (1); cmlA8 (1); OXA-824 (1); VEB-6 (1); VEB-2 (1); VEB-1 (1); VEB-26 (1); qacE (1); ANT(3'')-IIa (1); VEB-25 (1); OXA-11 (1); VEB-12 (1); qacEdelta1 (1); VEB-24 (1); OXA-795 (1); OXA-827 (1); VEB-10 (1); VEB-20 (1); OXA-251 (1); VEB-14 (1); VEB-4 (1); OXA-454 (1)	1260	major facilitator superfamily (MFS) antibiotic efflux pump	phenicol antibiotic	antibiotic efflux
TEM-158	3001024	protein homolog model	CARD	1	100.0	no data	no data	Escherichia coli	1.00	1.00	2.00	6.39	55.00	0.00	0	0	0	0	N/A	N/A		861	TEM beta-lactamase	monobactam; cephalosporin; penam; penem	antibiotic inactivation
OKP-B-9	3002442	protein homolog model	CARD	1	100.0	no data	no data	Klebsiella pneumoniae	2.00	0.00	2.00	27.99	241.00	11.00	0	0	0	0	N/A	N/A		861	OKP beta-lactamase	cephalosporin; penam	antibiotic inactivation
lsaE	3003206	protein homolog model	CARD	1	100.0	no data	no data	Enterococcus faecalis	26.00	9.00	35.00	96.52	776.00	3.29	0	0	0	0	N/A	N/A	lnuB (1)	804	lsa-type ABC-F protein	lincosamide antibiotic; streptogramin antibiotic; pleuromutilin antibiotic	antibiotic target protection
CfxA6	3003097	protein homolog model	CARD	1	100.0	no data	no data	uncultured organism	16.00	6.00	22.00	81.93	816.00	20.82	0	0	0	0	N/A	N/A		996	CfxA beta-lactamase	cephamycin	antibiotic inactivation
CMY-8	3002019	protein homolog model	CARD	1	100.0	no data	no data	Klebsiella pneumoniae	3.00	2.00	5.00	3.57	41.00	0.00	0	0	0	0	N/A	N/A	AQU-2 (1)	1149	CMY beta-lactamase	cephamycin	antibiotic inactivation
CMY-4	3002015	protein homolog model	CARD	1	100.0	no data	no data	Proteus mirabilis	31.00	1.00	32.00	77.60	887.00	8.78	0	0	0	0	N/A	N/A	CMY-43 (1); CMY-54 (1)	1143	CMY beta-lactamase	cephamycin	antibiotic inactivation
VEB-7	3002376	protein homolog model	CARD	1	100.0	no data	no data	Acinetobacter baumannii	26.00	8.00	34.00	92.33	831.00	0.68	0	0	0	0	N/A	N/A	VEB-14 (1); VEB-27 (1); AAC(6')-Ib7 (1); qacL (1); VEB-12 (1); ANT(2'')-Ia (1)	900	VEB beta-lactamase	monobactam; cephalosporin	antibiotic inactivation
TEM-91	3000958	protein homolog model	CARD	1	100.0	no data	no data	Escherichia coli	3.00	0.00	3.00	43.55	375.00	1.00	0	0	0	0	N/A	N/A	TEM-162 (1)	861	TEM beta-lactamase	monobactam; cephalosporin; penam; penem	antibiotic inactivation
smeD	3003055	protein homolog model	CARD	1	100.0	no data	no data	Stenotrophomonas maltophilia	77.00	43.00	120.00	74.18	879.00	14.60	0	0	0	0	N/A	N/A	MexA (1); smeE (1)	1185	resistance-nodulation-cell division (RND) antibiotic efflux pump	macrolide antibiotic; fluoroquinolone antibiotic; tetracycline antibiotic; phenicol antibiotic	antibiotic efflux
TEM-67	3000934	protein homolog model	CARD	1	100.0	no data	no data	Proteus mirabilis	1.00	1.00	2.00	17.54	151.00	0.50	0	0	0	0	N/A	N/A		861	TEM beta-lactamase	monobactam; cephalosporin; penam; penem	antibiotic inactivation
vatD	3002843	protein homolog model	CARD	1	100.0	no data	no data	Enterococcus faecium	1.00	1.00	2.00	11.87	73.00	11.00	0	0	0	0	N/A	N/A		615	streptogramin vat acetyltransferase	streptogramin antibiotic; streptogramin A antibiotic	antibiotic inactivation
APH(3')-Ia	3002641	protein homolog model	CARD	1	100.0	no data	no data	Serratia marcescens	16.00	4.00	20.00	100.00	816.00	33.50	0	0	0	0	N/A	N/A		816	APH(3')	aminoglycoside antibiotic	antibiotic inactivation
CfxA4	3003005	protein homolog model	CARD	1	100.0	no data	no data	Bacteroides fragilis	70.00	17.00	87.00	94.72	915.00	0.66	0	0	0	0	N/A	N/A	CfxA (1); CfxA5 (1); CfxA2 (1); CfxA3 (1)	966	CfxA beta-lactamase	cephamycin	antibiotic inactivation
OXA-145	3001804	protein homolog model	CARD	1	100.0	no data	no data	Pseudomonas aeruginosa	10.00	4.00	14.00	74.31	593.00	0.64	0	0	0	0	N/A	N/A	OXA-7 (1); OXA-35 (1)	798	OXA beta-lactamase	carbapenem; cephalosporin; penam	antibiotic inactivation
AAC(6')-29a	3002583	protein homolog model	CARD	1	100.0	no data	no data	Pseudomonas aeruginosa	3.00	0.00	3.00	84.58	340.00	1.00	0	0	0	0	N/A	N/A	AAC(6')-Ib7 (1)	402	AAC(6')	aminoglycoside antibiotic	antibiotic inactivation
CMY-95	3002108	protein homolog model	CARD	1	100.0	no data	no data	Escherichia coli	3.00	0.00	3.00	26.96	309.00	1.00	0	0	0	0	N/A	N/A	CMY-140 (1)	1146	CMY beta-lactamase	cephamycin	antibiotic inactivation
